,text
5663,omg 백신패스관 좋았는데ㅠ
5664,백신패스한다고 다 전석오픈하나봐...
5665,"의료 한계 도달했다면서도… 文대통령 “위드 코로나 후퇴 없다”
https://t.co/NoNM96kLyg"
5666,"장소가 킨텍스인것도 맘에 안듦 
존나 계획에도 없던거 위드 코로나로 바뀌자마자 부랴부랴 준비한것같은데 얼레벌레 준비하다보니까 대관 다 뺐기고 남은곳에서 어거지로 하려고하는 느낌임...
 맞아요 그들이 하는짓 다 맘에 안들어 ㅎㅎ"
5667,"백신패스에 교회가 없다고? 
ㄹㅇ임?......
미쳤네 진짜"
5668,"티켓 찾을 때 신분증 확인 안 하던 극도 백신패스때문에 신분증도 확인하나요???

탐넘이라도 알려주세요🥺🙏"
5669,"이탈리아, 역시 무솔리니의 후손답게
강력하네.
그런데 얘네들이 이정도까지 하는것보면
뜻대로 잘 안되나보다.

""음성이어도 안됩니다"" 伊, 백신 접종자만 받는 '엄격' 패스 시작 | 다음뉴스 https://t.co/1CAov9Fq9s"
5670,"?? 황교안은 왜 백신패스 반대함?????? 이게 그 컨트롤드 아퍼지션 그건가???
https://t.co/LSDCKK15su"
5671,"이게 뭔.,. 위드코로나 한다고 머가 엄청 바뀐것도 아닌거같은데 이게 돼??????????"
5672,"나 백신패스 소견서 받으러 가야하는데 예약 내년 2월임……… 갑상선내분비 언제나 대기 3개월….. 
인간들.. 그냥 죽고싶은거 아닐까 ? 죽어….."
5673,"@3__11__ 저도 궁금한 점이 이것입니다.....
타공놀이는 백신패스+띄어앉기 안한다고 공지 떴는데, 크블은 백신패스 얘기만 있지 좌석 얘기는 없어서요ㅠㅠ"
5674,"아, 개인적으로 방문 예정인 곳에서 관련 문자 받았는데 백신패스 필요하면 이거.. PCR검사가 코 쑤시는 그건가."
5675,"여러분 제발 저를구원해주세요
영화관백신패스관인가,,?그걸제가예매했는데 청소년은 그냥 제한없나요 제발 사람 두명 살려주십시오"
5676,"@dolparinq 백신패스를 빙자하여 백신 회사에 왕창 투자한 딥스테이트 세력들 돈벌이.. 이들이 1,2차 세계대전 때는 전쟁일으커 돈벌이, 지금은 백신으로 돈벌이.."
5677,"12월 05일 06시 (12월 04일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 70 명
[재원 위중증] 752 명
[신규 입원자] 626 명
[오늘 확진자] 5,352 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
5678,"@TheMinjoo_Kr 윤은혜 장관이 학생들한테 백신 강요 안하겠다고 분명히 말했는데 
백신 안맞으면 학원 못간다는게 백신강요지 뭡니까?? 
어른들도 부작용으로 죽기까지하는 배신을 애들한테 왜 강요해요??
애들  건들면 가만히 안있겠습니다
당장 청소년 백신패스 철회하세요!https://t.co/EVSkqDrJJI"
5679,"🔊단계적 일상회복을 위한 Q&amp;A 가이드 접종증명·음성확인제가 궁금해요! '2판' [사업자용]

✔접종증명·음성확인이 의무화된 사업장(시설)은 어디인가요?
✔개인 사업장에서 접종증명·음성확인은 어떻게 확인하나요?

접종증명·음성확인제와 관련한 자세한 사항은 카드뉴스로 확인해주세요. https://t.co/ZwQee6aLNs"
5680,"윤석열이나 이재명이나 안철수나
대통령될려고(혹은 자기 위치 유지할려고)
강대국에 아부하는 수준 ㅉㅉ

비과학적인 방역패스를 비판하는 놈이 없고
차라리 말 자체를 피하는 것도 아니고
(평소엔 곤란한건 언급도 안 하는 놈들이)

""제발 나좀 봐줍쇼!""라는 듯 백신 찬양질 ㅋㅋ

관둬라! ㅅㅂ"
5681,"위드 코로나는 무슨...
아~~~제발....
다시 처음으로 돌아갈라...ㅜㅜ https://t.co/Oslm9DNZe2"
5682,@whip_324 후 조심해... 이게 진짜 위드코로나의 진짜 뜻인가벼...
5683,@sjclap 위드코로나 계속되면 내년 봄에 만명 찍게된다고 하더라구요ㅎㅎㅎ
5684,"청소년 방역패스 도입, 실시 예정, 청소년 코로나 백신 접종 의무화, 강제 접종 논란 https://t.co/fCf37PWavl"
5685,"백신패스 폐지하고 투자값내리고 자유공공교육지원센터로 만들어 자유롭게 공부하게 만들어야 한다 (국가혁명당 허경영)
https://t.co/RbmvLtkoDl"
5686,나의 백신패스는 극장갈때만 쓰는 기분..
5687,"그래서 이미 80%나 접종했는데, 20% 마저 백신 접종을 강요하는 백신패스가 온당 하다고 주장하시는 건가요? '백신 패스 전면 확대' 이거 안철수의 주장입니다. 그리고 덕분에 청소년까지 백신 패스가 확대됐고. 이런 강제접종으로 애들이 죽으면, 안철수 역시 면책 되지는 않을 겁니다. https://t.co/1t9beuCNC0"
5688,백신패스관이고 뭐고 진짜 .. 아 .. 이제 영화관가기 존나 눈치보이게 생겻네 ㅅㅂ
5689,백신패스미첫나요..?
5690,부.스.터.샷을 맞으니 백신 패스든 뭐든 너무 든든하네
5691,@monbebenana7 백신패스쉬발…..
5692,백신패스관 드디어 본다 https://t.co/ounwg4vJ0m
5693,"기숙사에 틀박혀 (아니지… 갇혀인가?) 사는 사람으로서 아직 방역 패스 같은 게 필요하지 않지만, 슬슬 백신 맞아야 하나 고민되네…
아프대서 안 맞고 싶었는데…"
5694,@WhitewidowNat 열 오를 때로 다 올랐는데 백신맞아서 더보기 패스해서 애옹노프 극대노하고 몇일 동안 삐쳤다가 백신 부작용이 더 이상 없어서 부국장님 덮쳤다가 반대로 그동안 참았던 부국장님한테 동틀때까지 더보기 당한 냇....
5695,"위드코로나가 되어서 플레이를 잡을 수 있어! 라고 기뻐한 것도 잠시 12월 최악의 감염자 증가로 잡아둔 모임을 다 폭발중... 천안에서하기로한 플레이도 취소하고 WOD첫모임도 디스코드로 변경, 토요일에 보겜모임도 취소... 연말겸 오랜만에 술집가보자 한것도 취소하거나 집으로 변경예정..."
5696,"아 왜 교회는 백신패스 안끼워주냐
코로나가 서운해 하겠다"
5697,"＂백신 부작용 무섭다니까요＂ 방역패스 확대…미접종자들 '분통' (출처 : 아시아경제 | 네이버 뉴스) https://t.co/bQzl0J6lGl

오늘부터 백신패스하니.....정부새끼들 말대로라면 이번주 후반이나 담주부터는 확진자가 확확 줄어야겠지...."
5698,"@chanjin 아울러, 일시적인 교통수요의 증가 등으로 도민의 교통 불편이 예상되는 경우에는 경기도에서도 일시적으로 부제 조정 의견을 시군에 협조요청 할 수 있어, 최근에도 단계적 일상회복 및 연말 택시 부족 문제 해결을 위해 해당 시군에 일시적(약45일간)으로 부제를 해제토록 조치한 바 있습니다."
5699,@0backless 백신도 많이 맞은것같은데 왜이럴까....위드코로나 때문인가
5700,"다담주부터 백신패스라니,,, 접종 안한 핑계대고 송년회/신년회를 몽땅 보이콧할 수 잇겟군"
5701,"블룸버그 코비드19 오미크론 관련 기사이다. 욕좀 쓰겠다. 씨발 최소한 언론이라면 백신 관련해서 이정도의 글이 나와야 하는것 아닌가? 길게 요약할것 없이 백신 맞으라는 내용이다. 그런데 우리나라 언론은  1) 온통 백신 부작용 2) 백신 패스 반대 등등이다.씨발

https://t.co/1QrWq3jo8e"
5702,"백신패스한다고 백신안맞은 자기랑 남친은 밖에서 밥도못먹는거냐고 불만토로하는 회사동료님아...이거좀 봐주라..👊🏻
더 가관인건 저말듣고 내가, 
그럼 이제 백신 맞아야겠다고 하니,
아니요, 남친한테 맞으라고 하려구요. 전 절대맞기싫거든요.. 라고.......😑
진짜 한대쥐어박고싶댜...👊🏻👊🏻"
5703,"도서관도 백신패스래...ㅠㅠㅠㅠ
내가 가는 곳이 수변공원이랑 도서관밖에 없는데...
그냥 가서 책 대출만 하고 오는데 이것도 막냐????"
5704,백신 안맞은 사람들 보호하기 위해서 백신패스 운영하는거고 우리나라는 미접종자들 불이익이 거의 없어요. 진짜 뭐 이거 한다고 빼에엑 거리는 새끼들 다 족치고 싶네 진짜
5705,[위드코로나 중단] 거리두기 사적모임 최대 8인...결혼식·PC방··학원·인원제한 궁금증 #거리두기 #위드코로나 #중단 #거리두기 https://t.co/UGcvVwMtTD
5706,"얘네들은 다 계획이 있어. 
1차로 가볍게 크리스마스 망치고, 
사망자 폭증하면 자연스레 백신패스 확대도입, 미접종자 강제적으로 투표방식까지 바꿔버리면 더 좋은게 갸들일껄. 
근데 이 일련의 과정들이 설득력을 가지려면 사망자 백신부스터샷접종 여부를 꼭 밝혀야된다. 어물쩡 넘어가기만 해봐라"
5707,@gainhazel2 아무리 위드코로나라고해도 외람되지만 대면수업은 아직 인류에게 이르다구욧!!!
5708,"아니 난 존나 이해가 안가는게
거리두기할때 경제휘청인다 자영업자들 고생한다 개 지랄했으면서 위드코로나 하니까 또 지랄하고 백신 접종률 높은 나라가 변이 바이러스 적다는거 나왔는데
최선이니까 맞으라는거 아님..?
또 그거갖고 개 지랄떨면 뭐 어쩌라는겨
그냥 다 불평불만이지 에효"
5709,근데 방역패스하면 백신2차증명이랑 골오나검사음성확인이 같이있어야되는것임? 그럼대체백신을왜맞으라고하는것인지?
5710,용두산공원트리장식이야경찍기좋은데백신패스라 못가겠구만..앗모기
5711,아무리 생각해도 7천명은 그거 때문인 거 같음.. 위드 코로나 잠시 중단한다고 그때 다들 몰려서 만나는거..
5712,@ateez_soulyeon 백신패스도 인정 안된데요... 무조건 쑤셔야된데요...
5713,돌파감염도 미접종자랑 섞여서 생활하니까 생기는 거 아님? 백신이 프리패스는 절대 아니지만 그 효력이 있으려면 다같이 노력을 해야 된다고 봄 마스크 안 쓰는 행위랑 같음 깨끗한 물에 모래 한움큼 들어가는 순간 더러워지는 거랑 같으
5714,백신패스 얼렁 해줘...
5715,"""4천명 모인다"" #나훈아부산콘서트 재개에 방역당국 초긴장
10일부터 사흘간 6차례 공연 2만4천명 관람…안전요원만 145명 배치
백신패스 적용, 함성·합창 금지…실내면적 확대 좌석 1개당 1칸 띄우기 
https://t.co/Hu7AX6SLnJ"
5716,"https://t.co/SJWj1EzDvs
""백신접종보다 과외"" 청소년 방역패스, 부모경제력 따라 학습격차 발생(?)"
5717,백신 패스석 열린 건가...?
5718,"뉴스
정치
경제
사회
세계
생활
IT
사설/칼럼
랭킹
￼
PICK 안내
방역패스 결사 반다!!!

-高2 학생 국민청원에 20만 동의

2021.12.05

-검증된 백신 나오기 전까지 접종 생각 없어&lt;&lt;&lt;

-접종 강제는 인권침해= 위헌&lt;&lt;&lt;&lt; https://t.co/ATEj30DNBN"
5719,트위터 세상이랑 현실이랑 넘 다름 백신패스나 페미니즘이나 좀 당황스러움 … 그리고 자신의 생각과 내 생각이 같을 거라고 생각하는지 격하게 화내거나 그러면 조굼 당황수럽다 ……
5720,@nuha_cos 아놔 피켓들고 시위할거에요 누하님 절대 은퇴못해. 절대반댈세입니다. 휴..확진자는 진짜 말잇못이에요...^q^..위드코로나는 망한것 같아요...ㅠㅠ... 팀코나 행사 다시 못하게 될거같구...ㅠㅠ...
5721,"Fighting Stigma :  일방적인 방역패스 도입 반대…심각한 인권 불평등 청원 등장 — 한경닷컴 — 한국경제: 청원인은 ""대부분의 이용시설에 백신패스를 도입하고 청소년에 대해서도 내년2월부터 방역패스를 도입한다고 발표했는데 이는 심각한 인권불평등이다""라고 ... https://t.co/KgrfPQDD0x"
5722,이런데도 위드코로나 ㅇㅈㄹ? https://t.co/tO0iqTFHh2
5723,카카오톡 말고 쿠브 앱 보여주면 안됨? 그것도 백신패스로 들어가던데
5724,"충북도, 단계적 일상회복 방역조치 강화 시행 https://t.co/RdEfgpf0Cg"
5725,"혹시 서일페도 백신패스 인가요??
동행하려는 친구가 백신 맞은지 5개월 지났는데...."
5726,6개월마다 목숨걸고 백신 접종?…방역패스 유효기간에 '분통' https://t.co/Pd2s4IxbkM
5727,"청소년백신패스 논란 많은데.. 
부작용 걱정 내아이는 절대 맞출수 없다 라고 하시면 접종 하지 마시고 코로나 음성 결과 확인서. 의사의 예외진단서 등으로 대체하세요. 공산국가냐구요?  지금 해외 다른 나날 어떻게 백신패스 진행되는지 알고 이야기 하세요. 안맞을 권리인정. 백신패스도 전 찬성"
5728,근데지금 백신패스 머시기하면서 강제접종분위기로 몰아가고잇지 ㅠ
5729,@DEARMYWAKER 백신패스없어진다는데안ㄷㅚ지ㅋㄱㄱ
5730,@dlwnsghducls 나 트위터 해킹 당했나봐… 내가 무슨 청와대 백신 패스 도입 반대합니다 청원 올려놓은걸로 되어있었어
5731,"[ FNL 종합 NEWS ] 격리 군인 식단 “차가운 김치, 포장 김 하나”, 청소년 방역패스 백신 부작용 우려, MZ세대 문정부... https://t.co/g3HKlKtCi9 출처 @YouTube"
5732,"@brink_of_crisis 요즘은 백신패스라는게 생겼더라구요..
백신 맞은사람만 어디어디 갈수있게...
그래서 당연히 안되는 걸로 생각하고 있었어요..."
5733,"백신패스 덕분에 잠재적 비루스가 안 들어와서 좋던데 난,,,^^^"
5734,"#방역패스
아파 못 맞는 사람, 백신맞고 죽을만큼 힘들었던 사람에게도 강제하는 방역패스. 그리고 그걸 당연하게 여기는 사람들. 무섭다 몸서리 치게. 다름과 약함을 인정하지 않는 폭력적 강제. 지가 당해봐야 불합리 한 줄 알지..."
5735,"뭐?? 미접종자는 필수 외출외에는 외출금지도 해야된다고???  개소리하지마라 정부,질병관리청,이재갑 니들같은 새끼들이 백신 2차맞으면 전국민 70~80프로 접종완료하면 집단면역생긴다며 근데?? 지금사태 어케 설명하실??? 백신패스는 미접종자한테 백신의무화하고 차별하는걸로 보여"
5736,백신패스(일명 방역패스) 다시 한 번 결사 반대합니다 &gt; 대한민국 청와대 https://t.co/H8XynYec3E
5737,"위드코로나로 풀어줄때부터 알아봤어야 함. 모든게 거짓말인 이 쓰레기 정권
https://t.co/kAKHo5XdPT"
5738,"대구의 한고교생이올린 청원
백신패스(일명 방역패스) 다시 한 번 결사 반대합니다 &gt; 대한민국 청와대 https://t.co/mmiVdeN3Jd"
5739,"@PrimeMinisterKR @YouTube 문재인 정부는 백신패스를 당장 중단하라. 백신이 아무런 효과가 없음을 현재 확진자수와 위중증 환자가 말해주고 있다. 백신으로 죽이고 죽이고 또 죽이는 백신살인을 저지르고 있는 셈이다

감염병 예방이라는 명분으로 모든 시위, 집해를 원천차단함으로써 인권을 짓밟고 있다. 이건 학살이다."
5740,"아 중대본 브리핑 존나 숨죽이며 봤는데
취소안될듯 ㅎㅎ 그냥 백신패스 더 강화한대..."
5741,"(속보) 이번엔, 20살 청춘 학생의 조선 일보는 걍~ xx하라!! 위드코로나 이후 첫번째 촛불의 경험!! 다시, 촛불!! https://t.co/Z72PfWiscP - @YouTube"
5742,@divexxxxu 그런거 같아요 저보다 2달 늦게 맞은 할머니가 부스터샷 연락와서 찾아본건데 아직 별 말이 없네요ㅠ 안되면 180일 백신패스 좀 미뤄줬으면 좋겠네요ㅠㅠ 감사해용💚
5743,@MoonWalkerinkor 부작용 때문에 백신 맞기 두려우면 pcr검사 받으면 백신패스와 같은 권리을 주겠다는데  이것도 싫다는 것은 이기주의죠
5744,@25zi_126 가치갈뢰? 백신패스관 고민중인데
5745,"@nicefurryfriend @jinsol2002 그래서 더 개답답
짜증이남 애들 백신패스반대 목소리 안내는데 배신감들고요"
5746,그래서 다 백신 패스관이었네.. https://t.co/qjDp1oqggU
5747,"방역패스: '백신 강요 말라'...반대하고 나선 이유는? https://t.co/iRClME1Ypv 한 수험생 유튜버는 ""방역패스는 사실상 백신접종을 강제하는 것과 다름이 없다""며 헌법소원 심판 청구서를 제출하겠다고까지 선언했다."
5748,ㅋㅋ 야 무슨 백신패스야 백신패스는 그냥 거리두기 다시 하자 뭔 의미임???
5749,위드코로나 해야 한다고 핏대 세우던 언론들이 위드코로나 때문에 나라 망한다고 정부 욕하는 거야 너무 예상대로라서 하나도 놀랍지 않다. 어쩜 저렇게 반전 하나 없을까.
5750,대한사회정신의학회 위드 앤 포스트 코로나시대의 한국사회 정신건강 : 2021-12-10 : https://t.co/1684zcdjdn
5751,백신패스관 만들고 음식 먹을 수 있게 할 때 부터 불안했음. 백신 상관 없이 그냥 쭉 마스크 써야된다고!!!!!!ㅠㅠ https://t.co/IYsKHIinFy
5752,"응급의학과 전문의 게시판에 '요즘처럼 일하기 싫은 적 없다' '무기력하다'는 푸념이 올라온다. 이 지난한 재난은 언제 끝날지, 아니면 진짜 위드 코로나로 살아야 한다면 현장 상황을 파악하고 책임지고 결정은 누가 언제 해줄건지, 답답한 마음 애써 덮어둔 채 오늘의 밤당직을 준비해본다."
5753,청소년 백신 패스 도입에 대해 어떻게 생각하시나요?
5754,"📌단계적 일상회복  1차 개편
❗4주간 방역조치 강화(‘21.12.6. ~’22.1.2.)❗
당분간 다중이용시설 방문은 자제해주시고
방문시 아래 강화된
방역수칙을 기억해주세요!
👉 운영시간 제한 없음
👉 접종 완료자(PCR 음성 확인자)만 이용가능
📌계도기간 : 12.6.(월)~12.12.(일), 일주일
👉 취식 불가 https://t.co/u2fqJdXZQa"
5755,접종자/미접종자 편 가르듯이 나누고 감염을 미접종자의 탓으로 돌리는 병신같은 짓거리 하지 말고 원인을 확실히 하자 제발 백신패스 서둘러서 감염자 퍼뜨려놨으면 적어도 정부가 지 탓 할 줄은 알아야지
5756,제발 백신패스로 콘서트 열어주시겠어요
5757,@_yaho_chan 전체관을 백신패스관으로 만든다는 거 아니야…? 우리동네 cgv 원래 일반관도 운영했는데…지금 보니까 다 백신패스관(키즈관 제외)로 바꾼 거 같던데
5758,"""청소년까지 백신패스? 한심하다""..고2 학생 분노의 청원 20만 넘었다 | 다음 뉴스 https://t.co/f9bfSqBBJV"
5759,"이게 무의미한게 경제 때문에 
위드코로나 시도, 집합제한 풀어서확진자가 늘어난건데,, 위드코로나 하지말잔거냐?
백신접종을 100% 해봐라 확진자가 줄어들것 같은가?
천만에~~!!
답은 뭐다?  백신접종여부가 아니고 집합규칙을 꼼꼼하게 정하는 것이다. https://t.co/IhzfOHU2lJ"
5760,"#김부겸 총리는 오늘 코로나19 중대본회의에서 ""연말까지 오미크론 대응, 백신접종 가속화, 병상확충, 재택치료 확대 등 4가지 과제에 모든 방역역량을 집중하고자 한다""며, 오늘부터 확대된 방역패스에 대해 ""부당한 차별이라기보다 공동체를 보호하기위해 지켜야 할 최소한의 약속""이라고 말했습니다"
5761,돈 벌겠다는 의지가 그득한게 이 영화 전포맷을 걍 백신패스로 돌려놨네... 이야..연말에 한탕 해보겠다 이거지..
5762,@ttaradatda 그래 ㅠ 백신패스없음 안만나는 게 맞는듯 ㅠ 존나 웃기네 모라는거어
5763,애초에 우리나라는 위드코로나가 불가능한 나라였어..
5764,이제 나도 드디어 백신 패스!!!
5765,"🔔🔔전교조도 백신패스 반대군요‼️

""청소년 방역패스로 어린이·청소년 백신 접종 선택권 무용지물""..교원단체도 잇따라 비판❗

https://t.co/1SNrKdZbHT"
5766,백신패스관 존나 불편해 ㅅㅂㅠ 양옆 사람들 안그래도 옷도 두꺼운데 자꾸 부스럭거려서 팔꿈치 계속 닿음ㅅㅂ;
5767,"부정선거 관련해서 발언할 때부터 호감이 갔고 사람이 달리보였는데, 백신패스(방역패스) 관련 발언에는 눈물이 날만큼 고마운 마음이다. 이런 용기있는 정치인들이 더 많이 나와주면 좋겠다."
5768,아 엄마한테 큐알하는 거 다시 알려주거나. 주민센터?? 에서 백신패스 스티커? 받으라고 알려줘야겠다.
5769,위드 코로나 중단…사적모임 인원 축소·식당 및 카페 방역패스 적용 https://t.co/v8cWdKOc2Z
5770,"[이슈인사이드] 신규 확진 7천 명대..'10대 방역 패스' 필요한 이유는 | 다음뉴스 https://t.co/iuim9pbs3o 

문재앙정권 교체 이유임

백신 안맞은 사람은 웬만하면 인파많은데 가질 않음

문제는 이곳저곳싸돌아다니면서 유흥하는 것들. 백신 맞고 무증상으로 전파하는거...... 이걸 막아야지 개새끼"
5771,"[LIVE POLL] 청소년 백신 접종 · 방역패스, 어떻게 생각하십니까? #SBS뉴스 https://t.co/IaccdC0KMm"
5772,@Engene_una ㅠㅠㅠㅠㅠㅠ 아무리 위드코로나라고 하지만 이건 심했다고 생각해요ㅠㅠ
5773,아 진짜 왤케 힘드냐 위드코로나 이후 그간 안했던 못했던 일들 한번에 다 몰아치네
5774,"백신패스 시행되면 문진표도 보여줘야 하고
접종증명서도 보여줘야하고 신분증도 보여줘야 하는데 시간되시는 분들은 주민센터 가셔서 접종확인스티커 주민등록증 뒷면에 부착하세요 발급받는데 오분도 안걸렸어요 신분증은 어차피 꺼내야 하니까 조금 덜 번거롭지 않을까 싶어요!"
5775,백신패스로 생일카페 관련 궁금해하시는 부분에 대하여 답변드립니다 생일카페가 진행되는 곳은 일반 카페이기 때문에 일행은 최대인원 6인까지 가능하시며 그 중 5인은 2차 접종 or pcr 결과 음성이 확인되셔야 이용 가능하십니다 혼자 오셨을 경우에는 백신패스가 적용되지 않습니다 https://t.co/sO3Xv2MOei
5776,"60대이상 백신 항체 낮아지는 시기에 위드 코로나. 백신 접종자들 방역 허술하게 했겠지🤬 
제발 문재인 정부는 고집 그만 부리고 셧다운 하라고!!!"
5777,댕로 백신패스 다 때리고 전석열자 &lt;
5778,"""현장 의료진이 점점 분노만 쌓여간다... 총체적 난국."" (김홍빈 분당서울대병원 감염내과 교수) 

한 달이 지난 '단계적 일상회복'에 대한 감염병 전문가들의 평가는 참담했다. https://t.co/9Q3DX2TLWv"
5779,"근데 정부도 개콘같은게
미접종자 다방역패스로 막아놨는데
확진자 우르르 쏟아지면
개콘처럼 망하겠네
그럼 부스터샷 3차 미접종자 때문에 
퍼진거라고 또탓하겠지
어른들이 저항없이 네네하고 맞으니
학교랑 학원으로 애들협박하지
진짜 깝깝하다
3,4차 부스터샷에 오미크론백신
맞을거아님 저항해라"
5780,"내용에 공감함

근데 윤석렬도 백신패스 입장
밝혀야 합니다
같은 생각이거나 진짜 쥐뿔도 모르면
떨어트려야 하는이유가 하나더 늘거든요
윤석렬지지로 바뀌셨던데
궁금하지 않으세요?
님이 윤석렬한테는 백신패스 입장에대해
요구하시는걸 못봐서요 https://t.co/nadHJXM5xh"
5781,"[위드코로나 중단] 사실상 청소년 백신 의무화…학원들 ""학습권 침해"" 강력반발
https://t.co/XV3hYWKKIR"
5782,백신패스관 있자나요 백신 안맞았음 코로나 검사 한거 들고 가도 인정해주나요..? 지금 시험기간이라 학교에서 아예 못 맞게 하는데..
5783,@ASHMOON_LIGHT 요즘 이슈 되는 백신패스 반대글 올린분 맞으신가요?
5784,"백신 패스 반대 의견에 분노하며 해당 청원에 반대한다. 의학적, 과학적, 객관적 근거 없이 백신을 접종하지 않은 것은 개인의 선택이며 개인의 책임이다.  https://t.co/D6krlVAa2g"
5785,"단계적 일상회복 대신 위드 코로나 라는 용어로 잘못된 사인을 보낸 언론이 제일 나쁨.
다들 얼마나 일상을 누리고 사는지 잘은 모르겠는데 확진자 수가 이렇게까지 폭증하는거 보면 또 나만 진심이었지! 라고 느끼는 분들이 많을 듯.."
5786,"위드코로나네 ...
이러다가 남은 연말공연 온택트 갈수도있겠네"
5787,"‘오미크론 비상’ 文 “단계적 일상회복 가는 길 순탄치 않아”
https://t.co/IkPr8Lpgdk"
5788,"왕6/왕의자리를 와좌'라고 하는데 180개국이 왕이 있다는 거지, 왜냐고~ 권력을 내려오게 할 수 없어서지 오미크론으로 위기인데 백신독재로 그리스는 한달에 13만원 벌금이 나와서 강제로 백신패스없이는 계속 한달에 13만원 벌금을 내야해 유럽은 이제 끝난거야 유럽 많은 나라가 백신의무화를 해"
5789,매주 선별진료소에서 코를 쑤시는 검사를 받아야 한다.위드 코로나 선포 이후 대기줄이 매주 조금씩 늘더니 3주전부터는 주마다 엄청나게 길어진다.오늘은 검사소부터 줄을 서서 한바퀴 빙돌아 거의 2시간만에 검사를 받았다. 코가 아픈 것 더하기  추위. 토요일은 9시 땡 진료서에 와야겠다.
5790,"백신 부작용 시발 저 얘기도 이제 그만보고 싶다.. 안맞고 집에만 있는게 나을거 같으면 그러고 있던가,, 맨날 일상회복이래도 위드코로나 꾸역꾸역 쓰더니 2년 지나면 지는 코로롱 안 걸릴 것 같은가봐"
5791,제발 위드코로나 계속 하고 사회적거리두기를 다시 하지말기를 바란다. 마스크도 싫으면 벗고 다니고 … 죽을것들이 다죽어야 집값도 내리고 취업도 쉬워지겠는데.
5792,[영상]위드코로나 '중단'…사적모임 수도권 6명·비수도권 8명 (출처 : 노컷뉴스 | 네이버 뉴스) https://t.co/lyjEeh6dTe
5793,"@uimoong 헋 진짜요 ?!??????? 이럴수가 ㅜㅜㅠㅜㅜ 위드코로나라 풀린줄 알았는데 아니구나 ,, ,,,, 😭😭"
5794,"""백신 안 맞으면 출입 금지""..식당·카페·학원 '방역패스'[종합] | 다음 뉴스 https://t.co/qHVwBAbTak"
5795,낼 만약 거리두기 조정되서 상향되면 백신패스관은 어케되는거지? 리셋........?😱
5796,"이거야 니들이 지금 백신 2번 70% 접종해서 집단면역하면 위드 코로나 하겄다. 80% 접종해도 백신 패스로 20%에 강제 접종하고, 도로 봉쇄, 그것도  부족해서, 부스터 샷을 얼마나 더 맞을 지 몰라 같은 소릴 하는 거 아니겄냐.. 
""백신 한 번 더 맞으면 안 잡아 먹지"" https://t.co/Dtfe1umlWK"
5797,인용보니까 비접종자들끼리 같이살고 나눠살자뭐하자 있는데 지병때문에 못 맞는 사람도 있을거란 생각은 못하는건가? 피관련지병으로 혈전생기면 죽을 지도모르고 앞으론 백신패스니 뭐니 비접종자는 학교도 못 다니게 한다는데 왜 앞뒤도 안재보고 무조건적으로 욕하는거지ㅋ https://t.co/KN0QhKHyRm
5798,"가는 곳마다 질본 COOV 백신패스 검증이 있어야 입장 할 수 있군요.
누구를 위한 것도 아니고 
본인들의 건강을 위한 것이니
모두 잘 제시하고 있습니다.
속히 코로나 19가 소멸 되기를
기도합니다.
건강하세요.~^^ https://t.co/Z4T8bTZ5HX"
5799,글고 지금 영화관은 전부 백신패스관으로 운영중이기 때문에 2차 접종 후 2주가 지난 백신접종 완료자 or 48시간 내의 PCR검사 음성 확인서를 지참한 분만 영화 관람할 수 있으세용 ~~ 미리미리 준비하기
5800,@Mplqfs5leMzzohs 위드코로나는 영원히 힘들거같은 기분이 드네요.
5801,"백신패스 기준이뭐에요???3차 부스터 샷 까지 안맞으면 들어갈수 없다 
아니면
사적모임을 6인까지만 허용된다 이기준인가"
5802,@kia_ssen 저는 인원보단 술집이라 식당에 백신패스 시키는게 제일 중요할것 같아요. 안맞은 애들이 또 제일 부지런히 열심히는 돌아다녀서 차라리 백신이라도 맞고 돌아다니라고...
5803,"SBS 뉴스(@SBS8news) - [LIVE POLL] 청소년 백신 접종 · 방역패스, 어떻게 생각하십니까? #SBS뉴스 https://t.co/9fnkNomVf9 

투표하러 같이 가요."
5804,아ㅅㅂ좆같네 12월부터 영화관 다 백신패스임 개좆같음 만18세미만도해당임 ㅅㅂ 내가시험때문에학기끝나고맞으려했는데진짜개좆같다
5805,알러지있어서 안맞았는데 백신패스 뭐여
5806,"위드 코로나 '후퇴', 늦었고 약하다… 전문가 ＂2주 전에 했어야 할 조치＂ (출처 : 한국일보 | 네이버 뉴스) https://t.co/3vPenZxEB7"
5807,"국민들 안전만
생각하는 안철수
윤석열, 당 상임고문단 회동…안철수 '위드 코로나' 대구 방문 (출처 : 이데일리 | 네이버 뉴스) https://t.co/noun9C5q1r"
5808,"한달 사망 1000명 넘고, 병상 대기 1000명 육박 (출처 : 무역회사사장될수있다 | 네이버 카페) https://t.co/LcWQtdH6I8  // 위드코로나 한달 성적표, 너무 초라하네요 ㅠㅠ"
5809,＂이제 백신 맞아야 커피 마셔요＂ 방역패스 확대 첫날 ˙낯설지만 적응 중˙ (출처 : 경향신문 | 네이버 뉴스) https://t.co/p9CjrkdqJO
