,han_text
5586, 메이크 스타에서 에버 글로우의 번째 영상통화가 오픈되었네요 위드 코로나로 대면도 기대했는데 약간 아쉽지만 이번 음반도 정말 좋은 거 같아요
5587,백신에 문제점을 타이틀로 걸고 나올 정치인은 없는 거야 사망과 부작용 인정한다는 자세는 좋은데 그  쓰레기 자체를 공부해서 나라에서 거부해주길 바란다고 몸 망가지거나 죽은 후 보상받음 뭐 하냐 애들과 어른 꽁꽁 묶어두고 백신 패스 확대한다면 보상 따위 말장난이지 그냥 백신을 집어치워
5588,그러게 누가 위드 코로나 하면서 설레발 치라 했냐 ㅋㅋ
5589,문화예술의전당 아들 백신 맞고 사지마비됐는데 정부 방역 패스 차 가해 아닌가요 데일리안  미접종자들 사실상 강제 접종 강력 반발 
5590, 글 친한데 어쩔 수 없지 모난 그래서 개인적으로 백신 패스 반대야ㅜ 나처럼 부작용 오면 제대로 치료도 안 해주면서 무슨 부스터 샷
5591,백신 패스 관 실패
5592,용아 맥관 이제 백신 패스 관 됐어 원래도 그랬나 팝콘 먹는 사람 아무도 없어서 몰랐음
5593, 정부가 위드 코로나 이후 빠르게 확산하고 있는 코로나 유행을 통제하기 위해 일부터 주 동안 사적 모임 허용인원을 수도권 최대인 비수도권 최대 인으로 축소하였는데 그것에 대한 개인적인 견해
5594,위드 코로나 약간 이런 늑김임정부님들 백신 맞으셨음 그냥 돌아다니십셔 회사님들 백신을 맞으셨건 아니건 간에 걸려오면 안대는 거 알죠 눈치 챙겨 근데 위드 코로나니까 재택은 업어요 나 시발
5595,백신 패스 보다 지금은 봉쇄가 필요한 시점임 문 닫고 손실 계산해서 자영업자 줘라
5596,벨기에 법원  백신 패스 불법이라고 판결 법안 철회할 때까지 지역 정부에 매일 유로 벌금 과금
5597,청소년 방역 패스 철회를 촉구하는 학부모단체들의 요구가 이어지고 있습니다 서울시 학부모연합은 오늘 기자회견을 열고 백신 접종은 자율 의지에 맡겨야 한다며 청소년 백신 접종을 강제하기 위한 방역 패스에 반대한다고 주장했습니다 정치부 회의 평일 오후 시분
5598,그냥 다시 단계 올려서  아니  이상 접종하고 그때가 살살 위드 코로나 해야 한다고 생각이 된다 델타나 이번에 퍼지는 오미크론 같은 변이의 전염성을 간과한 거 같기도 하다 알았으니까 더 조심해야 한다고 봄 백신 접종자들들이 중증이 아니게 되는 건 다행이지만 돌파 감염도 다들 조심해야 할듯함
5599,위드 코로나가 이런 거지 뭐라고 생각들 하셨는지 오늘 천 명 안팎 확진 이번 겨울 만 명 현실화 가능성 커  다음 뉴스 
5600,영등포 백신 패스 관 예매 취소합니다
5601,신문에 나와서 백신 접종 지나치게 선동했던 의사 교수 공무원 명단 모두 적어주세요 방역당국 백신 접종은 선택사항이라더니 결국 전면적인 백신 패스 누가 백신 접종을 선동했나 백신 접종으로 이득을 얻는 자 누구인가 
5602,백신 패스 전면 도입 백신 접종은 사실상 의무화 
5603, 광주광역시에서 열리는 소규모 동인 행사입니다 참가 인원이 제한되어있어 카페 가입 후차 백신 패스 가능한 분들 중 온라인 선착순으로 입장 예매 받고 있답니다 
5604,전라남도 단계적 일상 회복 방역조치가 강화되었음을 알려드립니다  월 시  일 시사적 모임  접종 구분 없이 명까지 식당 카페의 경우 미접종자 명접종완료자 명이 더 자세한 사항은 카드 뉴스를 참조해주세요 해 남 해남군 전라남도 단계적 일상 회복
5605,공연장 백신 패스 차 기준 일경과 지 차는 상관없지 차 맞고 주 이내여도 관람 가능인 거지
5606,이달 일부터는 백신 접종 증명서 유효 기간이 개월로 설정된다 기본 접종 완료 후 개월이 지나면 방역 패스를 사용할 수 없다는 뜻이다 부스터 샷은 접종 당일부터 바로 방역 패스로 인정된다 접종 완료 후 주를 기다릴 필요 없다
5607,청소년도 백신 패스한다는 얘기에 화를 내는 사람은 어떻게 봐야 해 어디가 화가 나야 하는 지점이지
5608,미접종자 투정 받아줄 상황 아냐 방역 패스는 미접종자 보호 전략 이재갑 교수 일침 이 교수는 앞서 또 다른 글에서 방역 패스 확대에 불만이 많다는 기사들이 나오던데 지금은 그런 투정이나 받아들일 수 있는 상황이 아니다며 백신 접종을 거듭 당부하기도 했다
5609,내년 월부터 학원 백신 패스 적용 고등학생 제자들이 백신 접종 예약 시작함
5610,혈육이 맨날 백신 돌파 감염 사례 알려주는데 백신 맞으면 치사율이 낮아지고 덜 아플 수는 있지만 아예 안 걸리는 것도 아니고 오히려 백신 패스라고 명시한 공간이 더 백신 맞았다고 막 나가는 사람들만 있을까 봐 무서움
5611,백신 패스는 나도 반대 부작용 있는 사람들은 어떡하라는 건지 거기에 대한 것도 방 안 줘야 한다고 봄
5612,아 띠발 나 지금 듄 보러 백신 패스 관 가는데 취소할게
5613,기사 보고 상황 파악했네 일부터 그러면 공연장 전체 백신 패스 없으면 못 보는 거네 외식도 못 하고 그럼 거리두기 좌석은 유지되는 건가 구체적으로 나온 것 없이 저렇게만 나오니 휴 ㅜ
5614,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
5615,백신 패스에 대해 고민이 큽니다 감염 확산을 막을 방도가 없는데 방역 책임을 국민에게 떠넘기는 대책이기도 합니다 한편 아프리카 대륙 국가 국민의 백신 접종 완료율은 대부분 가 되지 않습니다 세계 백신 불평등은 어떻게 줄여나갈 수 있을지 마음이 쓰입니다
5616,내 일부로 백신 패스 관동 취식 금지네 그럼 거리두기 있는 상영관에서 보는 게 이득 아닌가
5617, 위드 코로나 훠훠
5618,무조건적인 방역 패스 도입은 인권 불평등 청와대 청원  다음 뉴스  선택은 자유야 하지만 자에는 책임이 따르지 그리고 백신 패스는 사회의 새로운 규범이고 그 규범이 마음에 들지 않으면 선택만 하면 되는 거잖아 맞던지 계속 안 맞고 집에 있던지
5619,아나키스트 걸은 백신 패스 반대해야 해
5620,얼마 전까지 요즘 젊은 직장인은 온 밥을 즐긴다고 하더니 갑자기 방역 패스 때문에 일부 백신 거부자들이 강제적으로 온 밥을 하게 됐다고 비난 기사가 쭉쭉 올라온다 방역의 최대 걸림돌은 쓰레기 언론들의 비난을 위한 비난 기사들이다
5621, 월부터 전체 백신패스ㅠㅠ 코로 롱 없어지기 전까지는 프랑켄이 마지막일듯ㅠㅠㅠㅠㅠ
5622,위드 코로나로 숨통 트이는 공연계와 앞으로의 기대 위드 코로나 연극 사회적 거리두기 단계적 일상 회복 공연계  최영인 이채원 기자
5623,아무리 백신 맞고 백신 패스 있는 사람만 내부 식사 관람 가능하게 해도 지금 한 다리 건너면 다 확진자임 아주 무서움 대체 이거 언제 끝나요 가변성 취소 박치는데 어쩔 수업을 가져가라
5624,영화관 백신 패스까진 좋은데 상영 수도 줄고 막혔어ㅠㅠ 유일한 낙이었는데
5625, 내일 차 맞고 빼려고요 학생 백신 패스 개짜증
5626,헐 그럼 앞으로 다 백신 패스겠다
5627,백신 패스 간에서 취식 허용할 때부터 알아봄 거리두기 해제는 그렇다 쳐도 마스크는 똑같이 못 벗게 해야지 ㅜ
5628,종이랑 스티커류의 백신 패스도 있었구나
5629,헐 나 지금 알았는데 여기 큐얼 코드가 그 큐얼 코드야 지금 가게 들어갈 때 찍는 큐얼 코드 이걸로 나 백신 패스 가능한 거임 나 노래방 갈 수 있었던 거임 낼 보건소가 서 물어봐야지 
5630, 백신 패스 마지막 날이 무슨 말이에요
5631,백신 패스 설명하다 화병으로 죽은 사람 기사 뜨면 난 줄 알아라
5632,라나 소 오늘 스피드 쿠폰으로 보려다 전부 백신패스관밖에 없어서 취소했는데 어떻길래
5633,뉴욕 시 세 실내 시설 이용 시 백신 패스 도입 방역 패스 뉴욕 시 세 실내 
5634,나는 백신 패스를 반대한다 전 국민의  가 접종이 끝난 상태에서 백신 패스의 강요는 필요도 없으며 해서도 안된다 전 국민의 완벽한  접종을 원하는가 도대체 왜 
5635,백신 패스하니까 입장할 때 보여드려야 하는 게 많군요
5636,대신할 수 없는 미래 과학기술 강국 안철수로 갈아타자 안철수 진짜 방역 만들어야 위드 코로나 성급 출처  헤럴드경제  네이버 뉴스 
5637,이미 내 주변에서도 콩나물시루 같은 지하철 타고 회사 다니면서 이러고서도 안 걸리길 바라는 게 웃기다며 방역정책에 회의적인데 백신 패스 염불이나 외우고 있으니 ㅋㅋ 백신 맞고도 걸린 사람이 계속 나오는데 부스터 샷 이러고 있네
5638,위드 코로나는 안 될 거 같은데 게다가 핼러윈 때 정신 나간 것들이 워낙 활개쳐서
5639,백신 패스를 반대하는 이유 고 청원글 어땠길래 만 명 동의  다음 뉴스 
5640,지난주에 쉬지 비 백신 패스 관 갔다 기겁했었다 다들 마스크 벗고 먹고 마시면서 다 먹고 나면 마스크도 다시 안 쓰고 코로나 전처럼 다닥다닥 붙어 앉아서 영화 보고  아직 시기 상조라고 다신 백신 패스 관 안 갈 거임
5641,개인 건강 사유로 못 맞는 경우는 따로 백신 패스 관련 방법 잇지 않았어요 설마 터 롤러들 깽판으로 사라졌나
5642,좀 불안해서 안 맞으려는 사람 앞에서 엄청 좋아하며 백신 다 맞아서 되게 마음이 편해요 대박 좋음 백신 패스도 받고 짱짱하면 원래 귀 얇은 사람들이라 넘어오기도 한단 점이 젤 골 때린 사실이다
5643, 하하 롯데지만 백신 패스 관인 그냥 갈까요 그냥 친구 집 앞에 씻지 비 가야 되나 하
5644,정보        방역 패스 안 내본 공연은 코로나 백신 접종 완료 짜와  음성 확인자만 공연을 관람하실 수 있으며 공연 당일 현장에서 백신 접종 확인 및  음성 확인 절차가 진행될 예정입니다 김준수  준수 준수 시아준수  
5645,크로이 이번 주에는 백신 패스 아니래요ㅋㅋㅋㅋㅋㅋㅋ
5646,자치행정 신문 서울특별시 의회 위드 코로나 대응 및 일상 회복을 위한 특별위원회 출범 
5647,백신 안 맞으면 출입 금지 식당 카페 학원 방역 패스 종합  다음 뉴스 
5648,백신 패스 전면 확대하고 청소년에도 적용하는 건 추가접종과 청소년 접종을 많이 끌어내려는 의도 다 막대한 사상자 내는 백신을 못 맞혀 안달해 국민의 활동을 원천 봉쇄하고 권리 박탈하는 백신 패스가 무슨 방역이냐 정권의 반헌법적 반도덕적 권한 남용 결국 단죄될 것이다
5649,아나필락시스와 같은 심각한 면역반응을 가진 사람은 전 국민 중 극히 소수이며 이 사람들도  검사 음성확인서가 있다면 입장이 가능합니다만 약 백신 패스가 도입되지 않는다면 우리는 다시 사회적 거리 두기로 돌아가야 할 것입니다 지금 접종 받으세요 만 세세 접종 완료율  
5650,불분명하게 기준 잡으면서 규제를 완화하거나 강화하기를 반복하고 지속적으로 거리두기 연장하다가 갑자기 위드 코로나 백신 패스 도입했는데 오히려 확진자만 더 늘고 수치적으로 코로나 감염 환자들보다 백신 접종으로 인한 환자 수가 훨씬 뛰어넘었음 결과적으로 병상 부족 사태가 벌어졌고
5651,백신 패스하는 공연장들이 많아지겠구나
5652,내가 청소년 자녀가 없어서 그런가 청소년 백신 패스는 접종 강요다 하는 사람들 진짜 이해 못 하겠음 의학적인 이유로 못 맞는 분들 말고 그냥 막연한 불안으로 거부하는 사람들이 이야기입니다 백신 접종 후유증이 뭐가 있을지 알고 맞냐고 하는데 코로나 후유증은 뭐가 있을지 알고 안 맞음
5653,단계적 일상 회복 지속을 위한 특별방역대책  의료대응 재택 치료 전환 모든 확진자 재택 치료 실시 생활치료센터 추가 확충 병상 확충 및 효율화 행정명령 등 조속 이행 기존 병실 운영 활용도 제고 코로나 환자 치료에 공백 없도록 총력을 다하겠습니다  
5654, 머 뎌랴맨 백신 패스 적용 땜에 미뤄졌어
5655,명을 넘긴 가장 큰 이유는 위드 코로나라는 이야기 때문에 다들 고삐가 풀린 거도 크고 그만큼 백신 접종 안 한 사람들이 아직 많다는 이야기라고 본다 말이 약 이지 거의 만 명임 그중에서 몇 명이라도 확진되면 퍼지는 건 일도 아니지 특히나 요즘 변이는 대부분 전염에 특화된 변이라는 게 문제임
5656,방역담당 기모란 은 뭐하나 오미크론 대응 놓고 또 역할 논란 과거 백신 안 급하다 발언 물의 이번엔 위드 코로나 후퇴 안돼 방역당국과 거리두기 갈등
5657,하 울고 싶네 이거 백신 패스는 양도도 안되는구나 아 싯파
5658,카페 백신 패스 관련 안내 최근 확진자 수가 지속적으로 증가하고 있습니다 정부에서 새롭게 지정한 방역수칙으로 꼭 지켜주세요 안전한 이벤트 진행을 위해 반드시 공지를 확인 후 방문 부탁드립니다 
5659,백신 미 접종 자는 이제 어디도 못 갈지도 방역 패스 의무 시설 확대 
5660,젠가도 백신 패스인가 나 썰리는 건가 이에 가야 하는데 나
5661,오미크론 확산 때문에 위드 코로나는 개뿔
5662,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
5663, 백신 패스 관 좋았는데ㅠ
5664,백신 패스한다고 다 전석 오픈 하나 봐
5665,의료 한계 도달했다면서도 대통령 위드 코로나 후퇴 없다
5666,장소가 킨텍스인 것도 맘에 안 듦 존나 계획에도 없던 거 위드 코로나로 바뀌자마자 부랴부랴 준비한 것 같은데 어영부영 준비하다 보니까 대관 다 뺏기고 남은 곳에서 억지로 하려고 하는 느낌임 맞아요 그들이 하는 짓 다 맘에 안 들어 ㅎㅎ
5667,백신 패스에 교회가 없다고 ㄹㅇ임미쳤네 진짜
5668,티켓 찾을 때 신분증 확인 안 하던 극도 백신 패스 때문에 신분증도 확인하나요 탐 놈이라도 알려주세요
5669,이탈리아 역시 무솔리니의 후손답게 강력하네 그런데 얘네들이 이 정도까지 하는 것 보면 뜻대로 잘 안 되나 보다 음성이어도 안됩니다  백신 접종 자만 받는 엄격 패스 시작  다음 뉴스
5670, 황교안은 왜 백신 패스 반대함 이게 그 컨트롤들 아파 지션 그건가
5671,이게 뭔 위드 코로나 한다고 머가 엄청 바뀐 것도 아닌 거 같은데 이게 돼
5672,나 백신 패스 소견서 받으러 가야 하는데 예약 내년 월임 갑상선 내분비 언제나 대기 개월 인간들 그냥 죽고 싶은 거 아닐까  죽어
5673, 저도 궁금한 점이 이것입니다 타 공놀이는 백신 패스 띄어앉기 안 한다고 공지 떴는데 키블은 백신 패스 얘기만 있지 좌석 얘기는 없어서요ㅠㅠ
5674,아 개인적으로 방문 예정인 곳에서 관련 문자 받았는데 백신 패스 필요하면 이거 검사가 코 쑤시는 그건가
5675,여러분 제발 저를 구원해주세요 영화관 백신 패스 관인가 그걸 제가 예매했는데 청소년은 그냥 제한 없나요 제발 사람 두 명 살려주십시오
5676, 백신 패스를 빙자하여 백신 회사에 왕창 투자한 딥스테이트 세력들 돈벌이 이들이 차 세계대전 때는 전쟁 일이 커 돈벌이 지금은 백신으로 돈벌이
5677,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
5678, 윤은혜 장관이 학생들한테 백신 강요 안 하겠다고 분명히 말했는데 백신 안 맞으면 학원 못 간다는 게 백신 강요자 뭡니까 어른들도 부작용으로 죽기까지 하는 배신을 애들한테 왜 강요해요 애들  건들면 가만히 안 있겠습니다 당장 청소년 백신 패스 철회하세요
5679,단계적 일상 회복을 위한  가이드 접종증명 음성 확인제가 궁금해요 판 사업자용 접종증명 음성확인이 의무화된 사업장 시설은 어디인 가요 개인 사업장에서 접종증명 음성확인은 어떻게 확인하나요 접종증명 음성 확인제와 관련한 자세한 사항은 카드 뉴스로 확인해주세요 
5680,윤석열이나 이재명이나 안철수나 대통령 되려고 혹은 자기 위치 유지하려고 강대국에 아부하는 수준 ㅉㅉ비과학적인 방역 패스를 비판하는 놈이 없고 차라리 말 자체를 피하는 것도 아니고 평소엔 곤란한 건 언급도 안 하는 놈들이 제 발 나 좀 봐줍쇼라는 듯 백신 찬양질 ㅋㅋ관둬라 ㅅㅂ
5681,위드 코로나는 무슨 아 제발 다시 처음으로 돌아갈라ㅜㅜ 
5682, 후 조심해 이게 진짜 위드 코로나의 진짜 뜻인가 벼
5683, 위드 코로나 계속되면 내년 봄에 만명 찍게 된다고 하더라고요 ᄒᄒᄒ
5684,청소년 방역 패스 도입 실시 예정 청소년 코로나 백신 접종 의무화 강제 접종 논란 
5685,백신 패스 폐지하고 투자 값 내리고 자유 공공교육지원센터로 만들어 자유롭게 공부하게 만들어야 한다 국가 혁명당 허경영
5686,나의 백신 패스는 극장 갈 때만 쓰는 기분
5687,그래서 이미 나 접종했는데  마저 백신 접종을 강요하는 백신 패스가 온당하다고 주장하시는 건가요 백신 패스 전면 확대 이거 안철수의 주장입니다 그리고 덕분에 청소년까지 백신 패스가 확대됐고 이런 강제 접종으로 애들이 죽으면 안철수 역시 면책되지는 않을 겁니다 
5688,백신 패스 관고 뭐고 진짜  아  이제 영화관 가기 존나 눈치 보이게 생겼네 ㅅㅂ
5689,백신패스미첫나요
5690,부스터 샷을 맞으니 백신 패스든 뭐든 너무 든든하네
5691, 백신패스쉬발
5692,백신 패스 관 드디어 본다 
5693,기숙사에 틀 박혀 아니지 갇혀인가 사는 사람으로서 아직 방역 패스 같은 게 필요하지 않지만 슬슬 백신 맞아야 하나 고민되네 아프대서 안 맞고 싶었는데
5694, 열 오를 때로 다 올랐는데 백신 맞아서 더 보기 패스해서 아옹 노프 극대 노하고 며칠 동안 삐쳤다가 백신 부작용이 더 이상 없어서 부국장님 덮쳤다가 반대로 그동안 참았던 부국장님한테 동틀 때까지 더 보기 당한 냇
5695,위드 코로나가 되어서 플레이를 잡을 수 있어라고 기뻐한 것도 잠시 월 최악의 감염자 증가로 잡아둔 모임을 다 폭발 중 천안에서 하기로 한 플레이도 취소하고 첫 모임도 디스코드로 변경 토요일에 보게 모임도 취소 연말 겸 오랜만에 술집 가보자 한 것도 취소하거나 집으로 변경 예정
5696,아 왜 교회는 백신 패스 안 끼워주냐 코로나 가 서운해하겠다
5697,백신 부작용 무섭다니까요 방역 패스 확대 미접종자들 분통 출처  아시아 경제  네이버 뉴스 오늘부터 백신 패스하니 정부 새끼들 말대로라면 이번 주 후반이나 담 주부터는 확진자가 확확 줄어야겠지
5698, 아울러 일시적인 교통수요의 증가 등으로 도민의 교통 불편이 예상되는 경우에는 경기도에서도 일시적으로 부제 조정 의견을 시군에 협조 요청할 수 있어 최근에도 단계적 일상 회복 및 연말 택시 부족 문제 해결을 위해 해당 시군에 일시적 약 일간으로 부제를 해제토록 조치한 바 있습니다
5699, 백신도 많이 맞은 것 같은데 왜 이럴까 위드 코로나 때문인가
5700,다다음 주부터 백신 패스라니 접종 안한 핑계 대고 송년회 신년회를 몽땅 보이콧할 수 있겠군
5701,블룸버그 코비스 오미크론 관련 기사이다 욕 좀 쓰겠다 씨발 최소한 언론이라면 백신 관련해서 이 정도의 글이 나와야 하는 것 아닌가 길게 요약할 것 없이 백신 맞으라는 내용이다 그런데 우리나라 언론은   온통 백신 부작용  백신 패스 반대 등등 이다씨 발
5702,백신 패스한다고 백신 안 맞은 자기랑 남자친구는 밖에서 밥도 못 먹는 거냐고 불만 토로하는 회사 동료님 아이거 좀 봐주라 더 가관인 건 저 말 듣고 내가 그럼 이제 백신 맞아야겠다고 하니 아니요 남자친구한테 맞으라고 하려고요 전 절대 맞기 싫거든요라고 진짜 한 대 쥐어박고 싶다
5703,도서관도 백신패스래ㅠㅠㅠㅠ내가 가는 곳이 수변공원이랑 도서관밖에 없는데 그냥 가서 책 대출만 하고 오는데 이것도 막냐
5704,백신 안 맞은 사람들 보호하기 위해서 백신 패스 운영하는 거고 우리나라는 미접종자들 불이익이 거의 없어요 진짜 뭐 이거 한다고 빼에 엑 거리는 새끼들 다 족치고 싶네 진짜
5705,위드 코로나 중단 거리두기 사적 모임 최대인 결혼식 방학원 인원 제한 궁금증 거리두기 위드 코로나 중단 거리두기 
5706,얘네들은 다 계획이 있어 차로 가볍게 크리스마스 망치고 사망자 폭증하면 자연스레 백신 패스 확대 도입 미접종자 강제적으로 투표 방식까지 바꿔버리면 더 좋은 게 갸들일껄 근데 이 일련의 과정들이 설득력을 가지려면 사망자 백 신 부스터샷 접종 여부를 꼭 밝혀야 된다 어물쩍 넘어가기만 해봐라
5707, 아무리 위드 코로나라고 해도 외람되지만 대면 수업은 아직 인류에게 이르다구욧
5708,아니 난 존나 이해가 안 가는 게 거리두기할 때 경제 휘청인다 자영업자들 고생한다 개 지랄했으면서 위드 코로나 하니까 또 지랄하고 백신 접종률 높은 나라가 변이 바이러스 적다는 거 나왔는데 최선이니까 맞으라는 거 아님 또 그거 갖고 개 지랄 떨면 뭐 어쩌라는 거야 그냥 다 불평불만이지 에효
5709,근데 방역 패스하면 백신 차 증명이랑 골오나 검사 음성확인이 같이 있어야 되는 것임 그럼 대체 백신을 왜 맞으라고 하는 것인지
5710,용두산공원 트리 장식이 야경 찍기 좋은데 백신 패스라 못가겠구만앗모기
5711,아무리 생각해도 천명은 그거 때문인 거 같음 위드 코로나 잠시 중단한다고 그때 다들 몰려서 만나는 거
5712, 백신 패스도 인정 안된대요 무조건 쑤셔야 된대요
5713,돌파 감염도 미접종자랑 섞여서 생활하니까 생기는 거 아님 백신이 프리 패스는 절대 아니지만 그 효력이 있으려면 다 같이 노력을 해야 된다고 봄 마스크 안 쓰는 행위랑 같음 깨끗한 물에 모래 한 움큼 들어가는 순간 더러워지는 거랑 같이
5714,백신 패스 얼렁 해줘
5715,천명 모인다 나훈아 부산 콘서트 재개에 방역당국 초긴장 일부 터 사흘간 차례 공연 만천 명 관람 안전요원만 명 배치 백신 패스 적용 함성 합창 금지 실내면적 확대 좌석 개당 칸 띄우기 
5716,백신 접종보다 과외 청소년 방역 패스 부모 경제력 따라 학습 격차 발생
5717,백신 패스석 열린 건가
5718,뉴스 정치 경제사회 세계 생활 사설 칼럼 랭킹 안내 방역 패스 결사 반다 학생 국민청원에 만 동의 검증된 백신 나오기 전까지 접종 생각 없어 접종 강제는 인권침해 위헌 
5719,트위터 세상이랑 현실이랑 너무 다름 백신 패스나 페미니즘이나 좀 당황스러움  그리고 자신의 생각과 내 생각이 같을 거라고 생각하는지 격하게 화내거나 그러면 조금 당황스럽다
5720, 아놔 피켓 들고 시위할 거예요 누지 님 절대 은퇴 못해 절대 반댈세집니다 후 확진자는 진짜 말이 못이에요 위드 코로나는 망한 것 같아요ㅠㅠ 팀 코너 행사 다시 못하게 될 거 같고ᅲᅲ
5721,    일방적인 방역 패스 도입 반대 심각한 인권 불평등 청원 등장  한경닷컴  한국경제 청원인은 대부분의 이용시설에 백신 패스를 도입하고 청소년에 대해서도 내 연월부터 방역 패스를 도입한다고 발표했는데 이는 심각한 인권 불평등이라고
5722,이런데도 위드 코로나 ㅇㅈㄹ
5723,카카오톡 말고 큐브 앱 보여주면 안됨 그것도 백신 패스로 들어가던데
5724,충북도 단계적 일상 회복 방역조치 강화 시행 
5725,혹시 서일 폐도 백신 패스인 가요 동행하려는 친구가 백신 맞은 지 개월 지났는데
5726,개월마다 목숨 걸고 백신 접종 방역 패스 유효기간에 분통 
5727,청소년 백신 패스 논란 많은데 부작용 걱정 내 아이는 절대 맞출 수 없다고 하시면 접종하지 마시고 코로나 음성 결과 확인서 의사의 예외 진단서 등으로 대체하세요 공산국가냐고요  지금 해외 다른 나날 어떻게 백신 패스 진행되는지 알고 이야기하세요 안 맞을 권리 인정 백신 패스도 전 찬성
5728,근데 지금 백신 패스 마시기 하면서 강제 접종 분위기로 몰아가고 있지 ㅠ
5729, 백신패스없어진다는데안ㄷㅚ지ㅋㄱㄱ
5730, 나 트위터 해킹 당했나 봐 내가 무슨 청와대 백신 패스 도입 반대합니다 청원 올려놓은 걸로 되어있었어
5731,  종합   격리 군인 식단 차가운 김치 포장 김 하나 청소년 방역 패스 백신 부작용 우려 세대 무정부  출처 
5732, 요즘은 백신 패스라는 게 생겼더라고요 백신 맞은 사람만 어디 어디 갈 수 있게 그래서 당연히 안되는 걸로 생각하고 있었어요
5733,백신 패스 덕분에 잠재적 바이러스가 안 들어와서 좋던데 난
5734,방역 패스 아파 못 맞는 사람 백신 맞고 죽을 만큼 힘들었던 사람에게도 강제하는 방역 패스 그리고 그걸 당연하게 여기는 사람들 무섭다 몸서리치게 다름과 약함을 인정하지 않는 폭력적 강제 지가 당해봐야 불합리 한 줄 알지
5735,뭐 미접종자는 필수 외출 외에는 외출금지도 해야 된다고  개소리하지 마라 정부 질병관리청 이재갑 너희들 같은 새끼들이 백신 차 맞으면 전 국민 프로 접종 완료하면 집단면역 생긴다며 근데 지금 사태 어떻게 설명하실 백신 패스는 미접종자한테 백신 의무화하고 차별하는 걸로 보여
5736,백신 패스일 명 방역 패스 다시 한 번 결사반대합니다  대한민국 청와대 
5737,위드 코로나로 풀어줄 때부터 알아봤어야 함 모든 게 거짓말인 이 쓰레기 정권
5738,대구의 한 고교생이 올린 청원 백신 패스일 명 방역 패스 다시 한 번 결사반대합니다  대한민국 청와대 
5739,  문재인 정부는 백신 패스를 당장 중단하라 백신이 아무런 효과가 없음을 현재 확진자 수와 위중증 환자가 말해주고 있다 백신으로 죽이고 죽이고 또 죽이는 백신 살인을 저지르고 있는 셈이다 감염병 예방이라는 명분으로 모든 시위 집 해를 원천 차단함으로써 인권을 짓밟고 있다 이건 학살이다
5740,아 중대본 브리핑 존나 숨죽이며 봤는데 취소 안될 듯 ㅎㅎ 그냥 백신 패스 더 강화한대
5741,속보 이번엔 살 청춘 학생의 조선 일보는 그냥 하라 위드 코로나 이후 첫 번째 촛불의 경험 다시 촛불   
5742, 그런 거 같아요 저보다 달 늦게 맞은 할머니가 부스터 샷 연락 와서 찾아본 건데 아직 별말이 없네요ㅠ 안되면 일 백신 패스 좀 미뤄줬으면 좋겠네요ㅠㅠ 감사해요
5743, 부작용 때문에 백신 맞기 두려우면 검사받으면 백신 패스와 같은 권리를 주겠다는데  이것도 싫다는 것은 이기주의죠
5744, 가치갈뢰 백신 패스 관 고민 중인데
5745,  그래서 더 개답 답 짜증이 남 애들 백신 패스 반대 목소리 안 내는데 배신감 들고요
5746,그래서 다 백신 패스 간이었네
5747,방역 패스 백신 강요 말라 반대하고 나선 이유는  한 수험생 유튜브는 방역 패스는 사실상 백신 접종을 강제하는 것과 다름이 없다며 헌법소원 심판 청구서를 제출하겠다고까지 선언했다
5748,ㅋㅋ 야 무슨 백신 패스야 백신 패스는 그냥 거리두기 다시 하자 뭔 의미임
5749,위드 코로나 해야 한다고 핏대 세우던 언론들이 위드 코로나 때문에 나라 망한다고 정부 욕하는 거야 너무 예상대로라서 하나도 놀랍지 않다 어쩜 저렇게 반전 하나 없을까
5750,대한 사회정신의학회 위드 앤 포스트 코로나 시대의 한국 사회정신건강    
5751,백신 패스 관 만들고 음식 먹을 수 있게 할 때부터 불안했음 백신 상관없이 그냥 쭉 마스크 써야된다고ㅠㅠ
5752,응급의학과 전문의 게시판에 요즘처럼 일하기 싫은 적 없다 무기력하다는 푸념이 올라온다 이 지난한 재난은 언제 끝날지 아니면 진짜 위드 코로나로 살아야 한다면 현장 상황을 파악하고 책임지고 결정은 누가 언제 해줄 건지 답답한 마음 애써 덮어둔 채 오늘의 밤 당직을 준비해본다
5753,청소년 백신 패스 도입에 대해 어떻게 생각하시나요
5754,단계적 일상 회복  차 개편 주간 방역조치 강화 당분간 다중이용시설 방문은 자제해주시고 방문 시 아래 강화된 방역수칙을 기억해주세요 운영시간제한 없음 접종 완료다 음성 확인자만 이용 가능 계도기간  월일 일주일 취식 불가 
