,text
4642,호기롭게 서울 놀러 갔다가 확진자와 동시간대 식사해서 코 찔렀다.. 위드코로나라더니 확진자와 함께일 줄 누가 알았겠어.. 자체적으로 방역 수칙을 올린다..
4643,"보성군, 한국차박물관 위드 코로나 시대 체험 관광지 각광 https://t.co/OtYHE6XSTd"
4644,@COS_POTATOCHIPS 위드코로나인데도 요즘 4천명이 넘엇네요 ㅠㅠ 진짜 언제까지 마스크를 ㅠㅠ 슬프네요 ㅠㅠ칩스님도 따뜻한 분
4645,새벽까지 PC방에서 게임 달리면서 야식 시켜먹었던 과거가 그리워요 단계적 일상회복 기간이라고 해도 쫄보라서 PC방도 못 가
4646,주말에도 확진자가 3천명울 넘어서는 상황에서 위드코로난지 지랄인지 그거 꼭 해야 하는거냐? 어제 사망자가 30명이야. 역대 최다야. 백신이 효용이 있는거 맞냐고? 이상하지 않냐? 년초만 해도 확진자 200명에 벌벌 떨던 정부가 세달도 못버티는 백신 믿고 위드코로나? 뭔가 잘못 돌아가는거 같애.
4647,"엔시티 콘 말야 
나 그냥 가고싶어 
(참고로 엔시티 관심무) 
그냥 고척돔 절벽뷰에서 11만원쯤 내고 부흥하는 위드코로나 시대의 케이팝읗 느껴보고싶어"
4648,근데 위드코로나인데 하루에 확진자 이천명씩 꾸준히 나오는 거 놀랍다 ㅜ
4649,"백신패스관 안 맞으면 아예 입장 불간가?
PCR 검사 결과지 들고 가는 걸로 안 되나?"
4650,"위드코로나.....?

출처 https://t.co/RAaNYAkPd3 https://t.co/4DgwIfJw9A"
4651,@Yu_bee_ 아이고.. 나도 백신 맞긴 해야하는데 귀차느니 패스
4652,정말 위드코로나시대구만
4653,"@nongang45 예.
위드코로나 짱"
4654,도대체 무슨 부를 누린다고 며칠째 밤을 새며 일을 해야하나? 위드코로나 개새끼야. 두달안에 10개월 매출을 올릴 수 있냐고 씨발 ㅋㅋㅋ https://t.co/I4kheOJfla
4655,진정한 위드 코로나다 얘들아 이렇게 행복하기 있어? 케이팝이 살아 돌아오고 있어ㅠㅠㅠ
4656,우리..위드코로나였어..????
4657,위드코로나 되더니 때를 기다리던 띵작들과 전시들이 줄줄이 나오는구나 덜덜덜덜덜덜
4658,"[국민서명광장]/#파이낸스투데이
🔔서명안하신분은 후딱하입시더🔔
 백신패스반대, 부정선거진상규명, 여가부폐지 캠페인 서명 중❗
https://t.co/dcB63J2m62"
4659,"@melon #MMA2021 #MMA티켓이벤트
멜뮤 이번년도에 오프라인으로 한다뇨ㅠㅠㅠㅠ 코로롱으로 힘든시기 보냈는데 위드코로나 덕분에 멜뮤도 오프를 하는군요 진짜 넘 기대되고 연말 시상식을 안가본 저로써 멜뮤의 이벤트는 한 줄기의 빛과도 같습니다 꼭 가고싶어요ㅠㅠ"
4660,"이덕희 교수는
최근 일본에서 코로나 확진자 수가 급감하고 있는 것과 관련
“일본의 상황은 K방역에 치명적인 오류가 있음을 보여준다”고
주장했다.

너무나 무능한 문재인, '위드 코로나' 철저히 실패
'K방역'은 국제적 조롱거리
문재인 부부만 'K방역' 자화자찬 https://t.co/UVCj9myvgY"
4661,그니까시벌 먼 위드코로나야
4662,엄마랑 영화 보기로 했어! 백신패스관에서 볼 거야! 팝콘도! 먹을 거야!
4663,"김 총리 ""방역상황 급속히 악화..내일 '단계적 일상회복' 방향 결정""

""수도권을 중심으로, 특히 고령층의 감염 확산이 집중되면서 중증환자와 사망자가 급증했고, 수도권만 놓고 보면 의료대응 여력이 거의 소진된 상황에 처해 있다"" https://t.co/5bjkWLgrsh"
4664,원래 단계적 일상회복은 이런거 다 감안해가면서 하는 거임 하다가 안되면 다시 거리두기 할거고 우리도 https://t.co/jTgBNtCrHv
4665,"만추의 가을
11월의 보름날 아주 옅은구름 걸린 파란하늘에서 가을햇살이 우리사는 삶의 대지에 따스하게 내린다.
기온은 11도 가을속 봄느낌 살짝드는 월요일 아침이다.
위드코로나로 가는 길이 만만치는 않지만 희망을 담금질하는 우리나라는 잘 이겨낼것이다.
🎁선물같은하루
좋은가을날되세요. https://t.co/nBch0rNSvH"
4666,"@Hold_Me_Now_ 에나를계기로 쬐꼼씩 거리좁히기해보자 위드코로나!(아닙니다) [
ㅜㅜㅜ눈꽃모양 컬러디자인...너무 기대된다에요 이런저런 장신구들 친구들이 주기시작하면 하나씩모아가겠죠 눈꽃장식이면 진짜좋아할거같아요 허앙ㅜㅜㅜ"
4667,"신규확진 2125명·위중증 495명…'의료 한계치' 500명 육박 https://t.co/YRk6EcBD3h 

위드 코로나 시행 이후 코로나19 확산세가 계속 되는 가운데 위중증 환자수가 '의료 한계치'인 500명에 육박했다.
#신규확진 #위중증_495명 #의료 #한계치_500명_육박 #전국매일신문 #코로나 #서울 #부산 #대구"
4668,나는 위드코로나가 너무 좋아
4669,"연일 4000명 초반~3000명대 후반, 5000명도 시간문제
위중증 역대 최다 경신중, 수도권 병상은 이미 포화

""문재인의 섣부른 '위드 코로나'가 떼죽음 초래했다.""
""'거리 두기' 강화, '도시 봉쇄' 절실하다.""
""정권 교체! 정권 교체!"" 국민들 아우성
 https://t.co/O2P75JKnbU"
4670,"이제 집 갈거임...
빵 축제..솔직히 말해서... 시에서 주관한다는게 믿을 수 없을 정도로 엉망이였음

사람들 줄 세우는것도 나가는 인원 체크는 못하는것도. 이벤트 시작시간은 있는데 시간별로 입장을 갑자기 공지하는 것도,
백신패스에 대한것도 입장 직전에 팻말만 세워서 입장하는 자리에서"
4671,"ㅇㅏ........៖ 오늘 관극말고 영화보러가려햇는데 백신패스관ㅇ네
나는 아직 2차 맞으려면 2주남앗는데....
안가 𝙎𝙄𝘽𝘼𝙇"
4672,"'위드 코로나' 전환에도 재확산 없는 포르투갈..비결은? | 다음 뉴스 https://t.co/JLlKDpxaHa
“백신 접종 완료율이 85%”
“실내에선 마스크를 반드시 착용해야 하고 곳곳에 손 소독제가 설치되는 등 시민들 역시 자발적으로 방역을 지키는 모습”
기레기가 없는 모양."
4673,학생들 학교 가기 시작하는데 존나 회식들 쳐하고 다중시설 이용하고 정신 쳐나간 어른들. 위드 코로나=코로나 종결 아니세요. 진짜 나이 먹었음 나잇값들 좀 쳐하자.
4674,4290년 3월 15일 곤명초등학교의 31회 졸업생들이다. 초딩친구들이 모였다. 단기를 서력으로 바꾸면 1957년이다. 초등학교를 졸업한 지 64년이나 되었으니 우리들의 나이를 짐작할 수 있다. 위드 코로나에 시간을 내어 만난 것이다. 이제 시간이 얼마 남지 않았으니 자주 만나자고 한다. 말대로 될까…
4675,유럽도 위드코로나 다시 접는데 많다. 7000명 10000명 대응 체계를 갖출게 아니라 그냥 위드코로나를 접고 코로나시대에 맞는 라이프스타일을 찾아야한다. 자영업자 망한다고? 배달로 대박난집이 많다. 말 그대로 자영업이다. 코로나에 맞게 업종변경해야지. 만명에 대응? https://t.co/6Sd3j0KQVl
4676,"@COREA_FREEDOM ""백신은 인구감축용, 수십억 죽을 것"" - https://t.co/bHOlJFDL5S

살인백신과 백신패스 분쇄
범국민운동본부 
🔴🔴1,000만인 서명운동.🔴🔴
https://t.co/XNLNFvPtya"
4677,"위드코로나 하지마세요
위드트위터나 하세요 
거리두기는 밖에서나 하고 여기선 좀 1s씩 붙어사세요"
4678,"@moonf5959 @yunsun2111 독일에서는 지난 수개월간 백신패스 도입해 사람들의 이동을 통제했지만, 지난주 신규 확진자가 5만명 이상 증가한 이유는?
mRNA백신을 접종하면 할수록 만성염증이 강화되고 돌파감염 및 재감염률 그리고 입원률과 사망률이 절대로 감소하지 않는다. 감염률과 사망률이 동반 상승한다."
4679,"잘 모르고 빌리는 사람이 바보? 렌터카 바가지 예방

단계적 일상회복을 맞이하여, 2022수능을 끝내고 여행을 떠나는 이들을 위해 렌터카 부당요금 예방법에 대해 알려 드리겠습니다.

자세히 보러 가기🚗https://t.co/UJfy28oC82

#기획재정부 #기재부 #렌터카 #렌터카부당요금 https://t.co/G0BvNpt7Dm"
4680,그러게 위드코로나에 맞춰 움직인건가 싶은…..다들 입 꾹 했던 이유도 아마 시국 땜에 더 조심했을 수도 있겠다 싶은….은근슬쩍 스포 흘리고도 남았을 지 모르는데🤔
4681,자동출입 키오스크 없으면 백신패스 안 했으면 좋겠음 왜냐면 내가 하거든ㅅㅂ
4682,부스터샷 맞아야 '백신패스'…'접종완료' 정의 바뀐다 https://t.co/mEJ8oR6QNp https://t.co/vyfVvC53Ix
4683,"연애에 빠진 로맨스 무대인사 원가 이하 양도

11/27(토)
12:00 성수 B열 중블 연석
13:55 성수 B열 중블 연석
단석 양도 가능
원가 이하 석당 1.0
※백신패스관 입니다.

디엠주세요."
4684,백신패스관은 일반관보다 천원 비싼 것 같은데 이쪽 지역만 그렇나??? 다른데도 그런건가??? 🤔
4685,"위드코로나… 이거 안되는거 아니냐구,,, 점점 최대치 갱신중,, ㅜㅜ"
4686,오늘 마스크 안 끼고 걸어가는 사람 봣는데 넘 자연스러워서 나도 모르는 사이에 위드코로나 마스크 안써도 되게 된줄
4687,"신세계 센텀시티
8층 골드문트
단계적 일상회복 오디오추천
안전한 방, 집에서 오디오로 힐링을??
네임 뮤조QB2로 듣는 코로나블루 해소
블루투스, 스트리밍 플랫폼에 TV까지 연결가능?
집에서, 매장에서, 여행지까지 다목적 사용가능
부산, 울산, 창원, 포항 오디오추천
https://t.co/9dyZ8OWBuj https://t.co/jjPmDvdpeX"
4688,위드 코로나의 역습…유럽 통행금지 부활 (출처 : 한국경제 | 네이버 뉴스) https://t.co/ceqX9Lu3Yy
4689,위드코로나 중단검토..?
4690,"위드코로나 이런식이면 너무 무섭네.
아~~  어쩌란 말이냐 😭😭😭"
4691,위드 코로나 안햇느면 좋겟어 너무 힘드러
4692,"서울 세브란스 1개, 성모 3개, 아산 4개, 삼성 5개, 서울대 7개
코로나 중증 발생률 두배 늘어 2% 중반대…총리 “상황 급박”
항체 떨어진 고령층 확진자 35% 차지…중환자 도미노 급증

문재인, ‘위드 코로나’ 실패
‘위드 코로나’ 취소해야
거리두기 강화, 재택 근무 즉각 실시https://t.co/Gncw5tWbT2"
4693,"김다현, 위드코로나 이후 첫 가족 힐링콘서트 대성황 [TF확대경] (출처 : 더팩트 | 네이버 TV연예) https://t.co/wMocMZDnzb"
4694,"◀(11. 20. 8시 기준)

✅확진환자 28명 (3,679), 해제 137명 (3,301), 치료중 -109명 (378), 자가격리자 137명 (929), 전일 검사자 6,771명

11. 1.부터 6주간 단계적 일상회복 1차 개편 시행 

◀파주시 선별진료소 및 검사소 운영(5개소) https://t.co/f3sIPpKjWw"
4695,위드@코로나@아닌데
4696,"아니 시발 그러니까
인간들아
단계적 일상회복이라잖아
왜 씨발 단계를 무시하시냐고요
아니 사람들아 대가리 왜 달고 다니세요"
4697,"11월 22일 06시 (11월 21일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 30 명
[재원 위중증] 517 명
[신규 입원자] 510 명
[오늘 확진자] 3,120 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
4698,"충남도 유치 기업 고용 1.6배 투자 2.5배 늘었다: 충남도가 유치한 기업들의 올해 투자와 고용 인원이 크게 증가하며, 눈앞에 다가온 ‘위드 코로나’ 시대 지역경제 전망을 밝게 하고 있다. 18일 도에 따르면, 도가 그동안 유치한 기업 가운데 지난 1월부 https://t.co/w2rjd6unbS"
4699,위드코로나랫더니 뽀뽀하고다니는거임? 머하는거임?
4700,"오늘 나흘째 3000명대  확진자3212 사망자29(매일 29~28명?) 위중증508 코호트 격리자 2000여명에 병상못한 위중증4명 사망 심정지되어야 병상 갑니다.
부스터샷도 쑈이고 이런 목숨이 걸린 상황에 인재에 의해 준비안된 위드코로나로 대량사망으로 가도 다들 태평합니다.. https://t.co/TsEfjKL9i7"
4701,@1119Waterlight Ar... 아.... 요즘 위드코로나라서 표 비싸잖아요 ㅠㅠㅠㅠㅠㅠㅠㅠ 이게 무슨일이람 ㅠㅠㅠㅠ 10시 기차타고 조심히 가십시요ㅠㅠㅠ!!!
4702,쳇. 직장이 백신패스를 도입했는데 2차 맞은지 1주일밖에 안돼서 pcr검사를 했네..에혀. 콘서트티켓 예매해둔것도 1일 4000명 확진자 추세에 환불하기로 결정.. 코앞의 공연이라 티켓값 20프로는 못물어준다는게 말이냐 방구냐..
4703,"신세계 센텀시티
8층 골드문트
단계적 일상회복 프로젝트
12월 크리스마스의 감동과 즐거움을
미리 준비하셔야죠?
Muso for Bentley Special Edition으로
크리스마스의 감동과 즐거움
골드문트매장에서
체험이 가능합니다.
신세계 센텀시티 매장 오픈 4주년 특별함까지?
https://t.co/KWYAeiTwtF https://t.co/lCP1GJLzDH"
4704,낮잠자고 일어났더니 뭔일 이댜냐~부스터샷 한참 해서 내체력은 안드로메다간지 한참인데 아주 물만났네~마스크는 좀쓰자 백신패스니 뭐니해도 돌파감염 무섭다
4705,@cookie2e2 ㅋㅋㅋㅋ 위드코로나는 개뿔잌ㅋㅋㅌㅌ
4706,위드코로나 .. 진짜 예상을 못 했다는 건 좀 ㅜ
4707,"코로나 재확산세에 '위드 코로나' 폐기하는 유럽..방역 강화 | 다음 뉴스 https://t.co/N7sTTyn1Jq 
독일, 프랑스, 벨기에 등 유럽 전역서 확산세
체코, 오스트리아 이어 이탈리아서도 방역 강화"
4708,"'위드 코로나 재앙…한국 고위직 백신 접종률 밝혀라! AI는 부스터샷 맞을까? [김석범의 마음공부소울닥터] 1부 (2021.11.20)' 보기
https://t.co/gcRVgYi8it"
4709,"위드 코로나 이후 사용한 리스트
마경씨의 덱 참고 했습니다. https://t.co/2dAeQsBHZQ"
4710,"하나님의 교회 청년들, 위드코로나 시대 환경보호 ‘앞장’ https://t.co/CZbJcPGxgI 
#하나님의교회세계복음선교협회 직장인청년봉사단 #아세즈와오 는 14일 #태백 역에서 황지동주민센터까지 거리정화를 실시했다.

출처 : 참뉴스(https://t.co/Z4NfwY7D03)"
4711,코로나 확진자 많이 나와서 위드 코로나 간당간당임 오프는 뛸수있ㄹ을까 ••
4712,@Jiwoo971 백신패스관이니까... 배우분들만큼은 벗지 않을까요..? (라고 생각했던 사람) 설마 얼굴 못 볼 거라곤 생각 못했는데🥲🥲
4713,"단계적 일상회복 이후 젤 안좋은 것:
마스크 손에 들고 길빵하는 인간들 정말 많아짐"
4714,"@domach1972 맞고 안맞고 선택은 자신의 몫 입니다.
맞아도 걸리는데 왜 굳이 맞으라고 겁박과 차별을 두는지 그 저의를 모르겠습니다. 영국 같은 나라는 확진자가 하루에 수만명씩 나와도 위드코로나를 초지일관 밀어 붙이고 있는데,영국 같은 나라가 우리만 못해서 그런 결정을 내렸다고 보십니까?"
4715,"대전 확진자 급증…""단계적 일상회복 중단해야 하나"" 불안 https://t.co/QJ50CELqYM"
4716,"[중랑구 코로나19 현황 및 공공시설 운영 안내]
(1/3페이지)

중랑구 코로나19 현황 및 공공시설 운영 관련하여 안내드립니다. 중랑구민 모두의 안전과 단계적 일상회복을 위해 백신접종과 방역수칙을 준수 부탁드립니다~ https://t.co/T9fu2sAN9g"
4717,@TomHolland_0601 싱가폴도 위드코로나 했다가 찐으로 7천명 나와서.. 중지했더라구요………. 접종 시작한지 6개월정도 밖에 안 지났는데 이렇게 돌파감염 심하면 대체 얼마나 자주 맞아야하는건지ㅋㅋㅋㅋㅠㅠㅋㅋㅋ
4718,위드 코로나 ㅇㅈㄹㅋㅋㅋㅋㅋ 이제 뭐 말하기도 입 아픔 https://t.co/9JTYa4BW3x
4719,"@melon 위드코로나 진행되고 나서 이렇게 2021 멜론 뮤직 어워드를 직접 볼 수 있는 기회가 생겨 정말 기쁩니다~
휴가에 멀리 가지는 못하지만 MMA 직관 할 수 있다면
너무 좋을 것 같아요💜💜 방탄소년단 너무 보고싶습니다!!
 #MMA2021 #MMA티켓이벤트"
4720,수능이나 끝나고 위드코로나 하지 에휴 https://t.co/bnNjVNyJgB
4721,"위드코로나 시행하고나서 와 대박이네 정신없다 진짜 기다렸나보네 ... 콘서트 공지 팬미팅 공지 엄청나네 ..

우리 태연이도 콘서트공지나 팬미팅공지 뜰려나 연말에 간만에 태연이 보고싶네!"
4722,위드 코로나지만 모두의 건강을 위해서요.......
4723,위드코로나라고 버스킹 하는 인간들 또 나오네. 마스크 쓰고 불러라. 마이크 잡고 노래한다고 길거리가 공연장이고 자기들이 직업가수인 줄 아나.
4724,@mingmingriegrow 아씨 젠장 코로나... 아 맞다 코로나를 까먹고 있었네.. 위드코로나긴한데 아마 안열것 같은데 아놔.. 도움 못돼서 미안해 ㅠㅠ 아니면 김포공항 가까워? 내친구는 찜질방 문닫아서 김포공항에서 노숙하더라고
4725,"징계 요구안 국회 상정 날… 단체사진 찍으러 온 윤미향·이상직

21대 국회의원들이 최근 ‘위드 코로나’ 시대에 맞춰 개원 531일만에 단체기념사진 촬영을 한 가운데, 재판을 받고 있는 무소속 윤미향·이상직 의원도 등장한 것으로 나타났다.

https://t.co/cbQ1UVX4vS"
4726,"11월 19일 13시 (11월 19일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 28 명
[재원 위중증] 499 명
[신규 입원자] 573 명
[오늘 확진자] 3,034 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
4727,백신패스관인데 안젤리나 졸리 등장할 때마다 나오는 개저 웃음 가리려고 마스크 꼭 쓰고 봤어
4728,@wnrdmswkdal1 아무래도 이제 위드코로나해서 움직이는 사람들이 많지 않을까요?
4729,"위드코로나 시대에 맞는 비대면 학습시스템💻
알짜배기 계시록 말씀 총집합💡!!

🌸 계시록12장 시청하기
https://t.co/KsOHVoCrhJ

#무료성경공부 신청 클릭👇🏻 
https://t.co/9PpNHbHU6y
신청번호:11019

#하나님의_새언약_계시록_예언과성취_증거 
#마지막나팔소리 
#신천지온라인세미나 https://t.co/EnABJB3Igf"
4730,"11월 13일 15시 (11월 13일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 32 명
[재원 위중증] 485 명
[신규 입원자] 549 명
[오늘 확진자] 2,325 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
4731,@lonelyplanit 여긴 위드 코로나..더 늘 듯 싶어요.
4732,@EpeRamG 바깥은 위드코로나지만 여긴 그런거 없다 이 말이야...
4733,"https://t.co/gEhefLzrVL    백신패스는 가정, #가족해체!!!!! #사회분열조장!!!!!
● #백신패스는 #NWO로가는 #악마들의
#광란이다!
#인류노예화!  #공산독재화 광란!

#자유대한민국 #국민들이여!
#깨어라!
#일어나라!
#대적하라!

👹사탄마귀의 👹광란이다!"
4734,"잠시나마 꿈을 꿨다 잘가라

‘위드 코로나’ 한 달도 못가나… 일상회복 중단 여부 내일 발표 https://t.co/HDc2I4W0Ya"
4735,BTS가 선봉…‘위드 코로나’ 해외 공연 잇따라 (출처 : 서울신문 | 네이버 TV연예) https://t.co/BaW0HVIF9N
4736,"@melon #MMA2021 #MMA티켓이벤트
#멜론 #melon 코시국 이후로 2년 동안 콘서트나 시상식을 가지 못했는데 위드코로나가 되어 이렇게 시상식에 참여할수 있다니 너무 행복해요💕 시상식이 기대돼 가고싶어서 투표도 엄청 열심히 했어요! 제 가수 상 받는거 보고싶습니다😍🥺"
4737,현스미랑 백신 패스관 왓써요 https://t.co/pprFhAEo9G
4738,@JTBC_news 실내 체육시설 백신패스나 없애라! 효과도 없는 백신에 헛돈 쓰지마라. 매3개월마다 맞을래? 나라 재정 파탄난다. 마스크 철저히 쓰면서 일상생활 하는 것이 유일한 방법!
4739,"위드코로나 이후 위중증 환자수가 증가했다는 뉴스가 나올 때마다 우리나라보다 먼저 위드코로나 실시한 나라들은 어떤지가 궁금했는데, 오늘 뉴스 보니 네덜란드와 오스트리아는 재봉쇄해서 전쟁같은 시위 중이구나. 코로나가 아니었다면 다음 여행 계획은 네덜란드였는데ㅠ https://t.co/6vQC1tuUDY"
4740,"신규 환자 3,034명...＂일상회복 여정 멈출 우려＂ (출처 : YTN | 네이버 뉴스) https://t.co/RrdOI7tg39 
ㅎㅎ
그동안 백신은 왜 맞은거야?
ㅎㅎ
감기시즌 감기환자 느는거 당연하잖아?

백신사기치고,,
백신패스로 국민 갈라치고..
방역독재는 계속하고..
자유박탈..참 쉽죠?"
4741,"부천시, 심야택시 승차난 해소 ‘개인택시 부제 일시적 해제’ㅡ 11월 24일부터 내년 1월 3일까지 오후 9시~ 새벽 4시, ‘위드 코로나’로 인한 연말연시 택시 운행 늘리기로 https://t.co/Py8qn2lndr

#더부천 #thebucheon"
4742,"11월 22일. 단계적 일상회복을 위한 
전면등교에 맞추어 학교방역지침을 개정하였습니다.

예방접종 완료자 조치사항, 학교 내 방역수칙, 
학교 현장 업무 부담 완화 등 개정된 조치사항을 확인하세요!

#인천시 #일상회복 #전면등교 #방역지침 #예방접종 #11월22일 https://t.co/WHeRmKBasG"
4743,@xkkongex 위드코로나 전에 티켓팅한거라 저희는 해당안돼요!
4744,위드코로나가 제대로 안착할라면 얼마나 더 있어야 되려나
4745,"""중앙재난안전대책본부(중대본)는 24일 현행 단계적 일상회복을 중단하고 다시 거리두기 4단계로 전환한다는 내용의 공문이 온라인상에 퍼진 데 대해 “중대본 차원에서 논의된 바 없다”고 일축했다."" https://t.co/7I3NIW2Sct"
4746,"위드코로나고 일상으로 돌아가고 이런거 없다. 
그냥 마스크쓰고 이렇게 살아가는게 일상이다. 안타깝지만~ㅜㅠ"
4747,정동교회 예배 드리러 새벽에 고속버스 타고 부족한 잠도 자고 또 이런 저런 생각 하는 것이 좋기도 하다. 앞으로 위드코로나가 혹 계속된다면 한 달에 한 번 꼴로 정동 댕겨야겠지.
4748,위드코로나된지 얼마나 됐다구 ... https://t.co/LpEtQhXQVy
4749,4부: 준비 안 된 「위드 코로나」 인재…올 11월 코로나 청정국? 정권 사기에 「野」 왜 침묵? (2021.11.22) [정치분석] https://t.co/LLn2Vzu1Z8 출처 @YouTube
4750,"@ethroio 제 개인적인 의견 : 백신패스는 자유권침해 

But 백신은 맞아야 그래도 사회적으로 도움은 됨.   백신을 맞음으로 효용이 더 크니 맞는게 맞긴하나  나라에서 개인의 자유를 침해할 권리는 없음."
4751,"세상 참... 내 개인적인 불편함은 그렇다치고 여전히 전염병 때문에 애들이 학교를 가다말고 가다말고 한다구요. 잠깐만 밖에 나가보면 턱마스크, 길에서는 아예 벗고 담배, 그러고 다시 안쓰는거 엄청 봤는데 위드 코로나 하자는게 방역지침 개무시해도 된다는 소리는 아님."
4752,"'위드 코로나' 유럽, 확진자 치솟자 '봉쇄 조치' 재개 | 다음 뉴스 https://t.co/ZPtqmbuwwr"
4753,"20~30대 주고객 살인 백신몰이📌 환불 무기한 연기해라

헬스장도 ˙백신패스˙ ＂위반땐 과태료 150만원＂ 업주들 '울상' https://t.co/mGm80knVWf

오늘부터 헬스장 등 백신패스···위반하면 '10만원' / 서울경제 https://t.co/ojHP4MaFCh 

업주들 ""환불 등 실질적 피해""
민사 소송·헌법소원 제기 예고 https://t.co/KKYdepFQUe"
4754,"◀(11. 14. 8시 기준)

✅확진환자 24명 (3,538), 해제 30명 (3,036), 치료중 -6명 (502), 자가격리자 -51명 (339), 전일 검사자 2,524명

11. 1.부터 6주간 단계적 일상회복 1차 개편 시행 

◀파주시 선별진료소 및 검사소 운영(5개소) https://t.co/tmYGTn1yvU"
4755,일본은 올림픽때가 사실상의 위드코로나였겠구나.
4756,"신세계 센텀시티
8층 골드문트
단계적 일상회복 오디오추천
안전한 방, 집에서 오디오로 힐링을??
네임 뮤조QB2로 듣는 코로나블루 해소
블루투스, 스트리밍 플랫폼에 TV까지 연결가능?
집에서, 매장에서, 여행지까지 다목적 사용가능
부산, 울산, 창원, 포항 오디오추천
https://t.co/9dyZ8OWBuj https://t.co/9c6mzbxYtn"
4757,"본설렁탕, 위드 코로나에도 ‘매장·배달’ 매출 38.5%↑ (출처 : 머니S | 네이버 뉴스) https://t.co/6qtJSJe6zU"
4758,@zzzzdaaa 요즘 그런 사람들 넘 많아서 문제여...위드 코로나가 그런의미가 아닌디...(이글이글
4759,코로나 백신과 백신패스 반대 범국민운동본부 집회개최 : 여러 단체들이 공동으로 제1차 대규모 집회와 행진 https://t.co/K3YaguBAbY
4760,"[서산시청] 11/18(목) 10시 기준 확진자 1명 발생(826번/타지역 접촉) ▲실내ㆍ외 마스크 착용 등 단계적 일상회복 1단계 방역수칙 준수 바랍니다.
#서산시청 2021/11/18 10:01:31 #재난문자"
4761,위드 코로나시대 환경 올바로 알고 대응하자 https://t.co/N6ofTyzpwt 출처 @YouTube
4762,"#BBC뉴스 #세계뉴스 (2021-11-22)
유럽 백신 패스 등 규제 반대 시위 거세져 https://t.co/linx2uBXtf

유럽 전역에서 신종 코로나바이러스 감염증(코로나19) 규제 조치에 반대하는 시위가 거세지고 있다."
4763,"(사)대한한돈협회 강진군지부, 위드 코로나 희망 돼지고기 나눔 
https://t.co/tzicrjWJXE"
4764,"심상정 ""이재명 일방통행에 文 곤란""이철희 수석 ""정책선거 역할 부탁""
“저는 위드코로나 안착을 위한 예산은 자영업자 손해보상 예산을 중심으로 편성이 되고 가상자산 과세 문제는 정부가 하는 것이 옳다고 생각한다. 남은 임기가 꽤 되니 대통령께서 중심을 잘 잡아주시라"" https://t.co/fGv2d3NPEt"
4765,"#K팝 #월드투어 #BTS #트와이스

BTS·NCT127·트와이스…위드 코로나에 부활하는 K팝 월드투어, 언제?
https://t.co/BX6zZTp2v6"
4766,"📊 한진칼(180640) 위드코로나의 최대 수혜업종 . 그렇지만 주가의 할증 거래가 부담
📆 2021-11-15
🏢 김장원(IBK투자증권)
https://t.co/VzpB7KyuyL"
4767,문 대통령 “외국의 경우를 보아도 일상회복이 순탄하지 않다” “우리가 숱한 고비를 잘 헤쳐온 것처럼 단계적 일상회복 역시 성공하도록 최선을 다할 것”https://t.co/EOQbkf28hg
4768,시발 위드코로나 개같은거 https://t.co/nmijZfV7q6
4769,근데 어차피 그 2석도 예약대기자가 있었을겁니다...대기자순서로 올라갔을거고 또 하이브가 그 2석을 취득했을수도 있고요(처음에 4석+2석 이렇게요) 퍼스트 8석중 7석을 선점할려면 몇개월전에 예약해야 할겁니다 특히 최근 위드코로나 되면서요 https://t.co/T9Kcod7ydk
4770,@exvoy_d ㅋㅋㅋㅋㅌㅋㅌㅋㅋㅌ 아 전 항상 대면입니다 왜냐구요...? 여기는 마스크도 안 쓰거든 사회적 거리두기도 없어... 쓰면 말도 잘 안 걸음... 위드코로나가 아니라 그냥 노코로나같아
4771,위드코로나고 나발이고 그냥 비대면을 하세요***
4772,@Esmuygrande 감사해요. 네 아마도 그럴것같지만 조심 또 조심합니다. 위드코로나가 되서 코로나가 가까이에 있다는것을 세삼 느꼈네요. 秀님도 조심히 지내세요!^^
4773,12월 10일까지만 거리두기 4단계 다시해 그리고 11일에 위드코로나해.
4774,그렇다면 역시 문훠훠가 이재명을 재끼려고 위드코로나를...? https://t.co/e6gCJVtr22
4775,이것이 위드코로나??? https://t.co/q6JfOyFkFM
4776,백신패스관에서는 맘껏 먹을 수 있는건가? 하긴 이름부터가🤔
4777,"韓-싱가포르 트래블 버블 첫 방한객 입국…인천공항, 수요회복 박차 
https://t.co/sWtGhl6taz

한국공항공사, 위드코로나 대응 공항면세점 활성화 회의 
https://t.co/wLXIeCdDUs"
4778,"헬스장 백신패스 운영해서그런건가
사람 좀 적어진거같다!!"
4779,"@melon #MMA2021 #MMA티켓이벤트
매년 열리는 멜뮤지만 특히나 위드코로나 이후라 대면 행사가 너무 기대됩니다.
최근 1년간 제가 좋아하는 스트레이키즈가 엄청난 성장세를 보였는데도 ㅠㅠ 실제로 볼 수 없다는게 너무 아쉬웠거든요
제가 입덕한 이후 첫 대면 스케쥴이 MMA 라니 너무 좋아요! 응원합니다!"
